		1996	1996	1996	1996	1996	1996	1998	1998	1998	1998	1998	1998	2000	2000	2000	2000	2000	2000	2002	2002	2002	2002	2002	2002	2003	2003	2003	2003	2003	2003	2004	2004	2004	2004	2004	2004	2005	2005	2005	2005	2005	2005	2006	2006	2006	2006	2006	2006	2007	2007	2007	2007	2007	2007	2008	2008	2008	2008	2008	2008	2009	2009	2009	2009	2009	2009	2010	2010	2010	2010	2010	2010	2011	2011	2011	2011	2011	2011	2012	2012	2012	2012	2012	2012	2013	2013	2013	2013	2013	2013	2014	2014	2014	2014	2014	2014	2015	2015	2015	2015	2015	2015	2016	2016	2016	2016	2016	2016	2017	2017	2017	2017	2017	2017	2018	2018	2018	2018	2018	2018	2019	2019	2019	2019	2019	2019
Country/Territory	Code	Estimate	StdErr	NumSrc	Rank	Lower	Upper	Estimate	StdErr	NumSrc	Rank	Lower	Upper	Estimate	StdErr	NumSrc	Rank	Lower	Upper	Estimate	StdErr	NumSrc	Rank	Lower	Upper	Estimate	StdErr	NumSrc	Rank	Lower	Upper	Estimate	StdErr	NumSrc	Rank	Lower	Upper	Estimate	StdErr	NumSrc	Rank	Lower	Upper	Estimate	StdErr	NumSrc	Rank	Lower	Upper	Estimate	StdErr	NumSrc	Rank	Lower	Upper	Estimate	StdErr	NumSrc	Rank	Lower	Upper	Estimate	StdErr	NumSrc	Rank	Lower	Upper	Estimate	StdErr	NumSrc	Rank	Lower	Upper	Estimate	StdErr	NumSrc	Rank	Lower	Upper	Estimate	StdErr	NumSrc	Rank	Lower	Upper	Estimate	StdErr	NumSrc	Rank	Lower	Upper	Estimate	StdErr	NumSrc	Rank	Lower	Upper	Estimate	StdErr	NumSrc	Rank	Lower	Upper	Estimate	StdErr	NumSrc	Rank	Lower	Upper	Estimate	StdErr	NumSrc	Rank	Lower	Upper	Estimate	StdErr	NumSrc	Rank	Lower	Upper	Estimate	StdErr	NumSrc	Rank	Lower	Upper
Italy	ITA	0.41	0.21	6.00	67.20	59.14	76.34	0.52	0.19	6.00	70.62	63.40	79.38	0.73	0.20	6.00	77.16	69.04	84.26	0.55	0.18	6.00	73.23	63.64	79.29	0.51	0.19	6.00	72.73	62.12	77.27	0.38	0.17	7.00	66.34	57.07	74.15	0.41	0.17	7.00	67.32	58.05	73.17	0.48	0.16	9.00	71.22	61.95	74.15	0.34	0.17	9.00	67.48	58.25	72.82	0.27	0.17	9.00	64.08	58.74	72.82	0.20	0.17	9.00	64.11	55.98	70.81	0.13	0.17	11.00	61.90	53.81	69.05	0.18	0.16	12.00	63.51	55.92	70.62	0.07	0.15	12.00	60.19	53.08	65.40	0.05	0.15	11.00	59.72	53.08	64.45	-0.03	0.14	10.00	56.25	50.00	61.54	0.02	0.14	10.00	57.69	52.40	63.94	0.08	0.15	10.00	59.62	51.44	65.38	0.19	0.13	10.00	61.54	54.81	66.35	0.24	0.14	10.00	62.02	57.69	67.79	0.24	0.16	9.00	62.02	55.77	68.27
Jamaica	JAM	0.19	0.26	4.00	61.83	49.46	73.12	0.11	0.22	5.00	61.34	48.45	69.07	0.03	0.21	6.00	58.38	45.18	66.50	-0.46	0.19	6.00	39.90	27.27	53.03	-0.38	0.18	7.00	42.93	28.79	55.56	-0.35	0.17	8.00	44.39	29.27	54.15	-0.31	0.17	8.00	47.80	34.63	56.10	-0.26	0.18	10.00	47.80	36.10	58.05	-0.30	0.18	10.00	48.54	33.01	57.28	-0.30	0.18	10.00	48.54	33.98	58.74	-0.28	0.18	10.00	49.28	32.06	59.33	-0.23	0.18	10.00	50.95	36.67	60.00	-0.16	0.16	11.00	54.03	40.28	61.14	-0.26	0.14	13.00	49.29	37.44	58.29	-0.28	0.14	13.00	48.34	37.44	57.82	-0.30	0.14	13.00	48.56	36.06	54.33	-0.23	0.14	13.00	50.96	39.42	57.21	-0.16	0.14	13.00	51.44	42.31	59.13	-0.17	0.13	11.00	50.48	42.79	58.17	-0.18	0.14	11.00	50.00	39.90	59.13	-0.06	0.15	11.00	54.33	44.23	60.58
Jordan	JOR	-0.04	0.24	5.00	55.38	39.78	65.05	0.10	0.19	6.00	59.79	48.97	67.53	0.08	0.21	6.00	59.39	47.21	69.04	-0.05	0.19	6.00	56.06	43.43	63.64	0.31	0.17	9.00	65.66	58.59	74.24	0.26	0.16	10.00	61.95	56.10	71.71	0.26	0.15	10.00	62.93	56.10	69.27	0.26	0.15	12.00	64.39	57.56	71.22	0.26	0.15	13.00	64.08	57.77	71.36	0.36	0.15	13.00	66.50	60.68	73.30	0.16	0.15	13.00	62.20	55.98	69.38	0.04	0.15	13.00	59.52	52.38	63.81	0.10	0.15	13.00	61.14	54.03	67.30	0.07	0.13	14.00	60.66	53.55	64.93	0.07	0.13	13.00	60.19	54.03	64.45	0.14	0.13	12.00	59.62	54.33	65.87	0.26	0.13	12.00	64.42	58.17	67.79	0.27	0.13	12.00	64.90	59.13	67.31	0.26	0.13	11.00	63.94	58.17	66.83	0.15	0.13	11.00	60.58	55.77	65.87	0.13	0.14	12.00	60.58	51.44	64.90
Japan	JPN	1.19	0.19	7.00	84.41	80.11	90.32	1.10	0.18	7.00	84.02	78.87	89.69	1.27	0.17	7.00	85.79	83.76	90.86	0.97	0.16	7.00	82.32	77.27	85.35	1.21	0.17	7.00	84.34	81.31	90.91	1.22	0.15	8.00	85.85	81.95	91.71	1.22	0.15	8.00	84.39	80.00	90.73	1.33	0.14	10.00	89.27	82.93	91.71	1.24	0.16	11.00	85.44	79.13	91.75	1.34	0.15	11.00	88.83	83.01	91.75	1.38	0.14	11.00	89.00	84.21	91.39	1.56	0.15	11.00	91.43	88.10	93.33	1.56	0.15	11.00	91.00	88.15	93.84	1.63	0.14	11.00	91.94	89.10	94.31	1.66	0.14	11.00	92.42	89.57	94.79	1.69	0.13	11.00	92.79	90.38	95.19	1.57	0.13	11.00	91.35	89.42	92.79	1.52	0.14	11.00	90.87	89.42	92.79	1.52	0.13	11.00	90.38	88.46	92.31	1.42	0.14	11.00	89.42	84.13	91.83	1.48	0.15	10.00	89.90	85.10	92.79
Kazakhstan	KAZ	-1.13	0.28	3.00	12.37	0.54	30.11	-1.02	0.19	6.00	14.95	3.09	30.93	-1.12	0.18	8.00	9.64	2.54	24.87	-1.11	0.17	7.00	10.10	1.52	24.75	-1.03	0.17	8.00	11.62	5.56	26.77	-1.10	0.16	9.00	12.68	5.37	21.95	-1.01	0.14	10.00	16.59	8.78	22.93	-0.99	0.14	12.00	17.56	7.80	23.90	-0.99	0.14	13.00	17.48	7.28	24.27	-0.98	0.12	14.00	16.02	7.77	24.27	-0.93	0.13	13.00	18.66	10.05	25.36	-1.00	0.13	13.00	16.67	7.62	21.90	-0.99	0.13	13.00	17.54	8.06	23.22	-0.92	0.12	15.00	18.96	11.85	27.49	-0.93	0.12	14.00	18.96	10.90	26.07	-0.83	0.12	14.00	22.60	13.94	30.29	-0.85	0.12	14.00	19.71	12.98	29.33	-0.82	0.13	13.00	20.67	12.98	32.21	-0.82	0.12	13.00	19.71	13.94	29.81	-0.50	0.13	13.00	36.06	26.44	44.23	-0.32	0.14	12.00	43.75	32.69	51.44
Kenya	KEN	-1.16	0.26	4.00	10.75	0.54	27.42	-1.15	0.21	6.00	12.37	0.52	25.26	-1.06	0.22	6.00	12.69	2.54	29.44	-1.00	0.19	7.00	15.15	3.03	31.31	-0.88	0.18	10.00	20.20	8.59	33.84	-0.86	0.16	12.00	21.46	11.22	31.22	-1.00	0.16	12.00	17.07	8.29	24.88	-0.93	0.15	15.00	19.02	9.27	28.29	-0.97	0.15	15.00	18.45	7.28	27.18	-1.06	0.15	15.00	14.56	4.37	21.36	-1.06	0.15	15.00	15.31	4.31	22.01	-0.91	0.15	15.00	19.05	11.90	29.05	-0.95	0.14	16.00	18.01	8.53	23.70	-1.09	0.13	16.00	12.32	3.32	18.96	-1.03	0.13	16.00	14.69	8.53	21.80	-0.93	0.13	15.00	16.35	11.06	27.40	-1.01	0.13	15.00	13.94	10.10	22.60	-0.89	0.14	15.00	16.83	12.02	28.37	-0.95	0.13	15.00	15.38	12.02	23.56	-0.85	0.13	15.00	19.71	12.98	27.88	-0.78	0.14	15.00	24.52	15.87	31.73
Kyrgyz Republic	KGZ	-0.99	0.34	2.00	17.20	0.54	39.78	-0.84	0.23	4.00	24.74	7.73	38.14	-0.90	0.21	6.00	19.80	5.58	33.50	-0.99	0.21	6.00	16.67	2.53	32.32	-0.98	0.19	7.00	13.64	5.56	29.80	-1.10	0.18	8.00	12.20	3.41	22.93	-1.25	0.16	9.00	8.78	0.98	17.07	-1.32	0.15	12.00	5.85	0.98	14.15	-1.32	0.15	12.00	5.34	0.97	12.62	-1.22	0.14	12.00	6.31	3.40	15.53	-1.31	0.15	12.00	4.78	0.48	14.83	-1.17	0.15	12.00	10.48	2.38	17.62	-1.22	0.14	12.00	7.58	1.90	17.54	-1.15	0.14	13.00	11.37	2.37	18.48	-1.16	0.14	13.00	10.43	3.32	18.48	-1.13	0.15	13.00	12.02	4.81	19.23	-1.15	0.15	13.00	11.06	3.85	18.27	-1.08	0.15	12.00	12.50	7.69	19.23	-1.05	0.15	12.00	12.98	8.17	20.19	-0.95	0.14	12.00	16.35	10.58	25.96	-0.95	0.15	11.00	17.31	11.06	26.44
Cambodia	KHM	-1.02	0.28	3.00	16.13	2.15	32.80	-1.15	0.22	4.00	11.86	0.52	26.80	-0.96	0.22	5.00	16.75	4.06	32.49	-1.01	0.21	5.00	14.65	2.02	31.82	-0.99	0.20	7.00	13.13	5.05	30.30	-1.06	0.19	8.00	14.15	4.88	25.37	-1.21	0.17	10.00	10.24	1.46	17.56	-1.25	0.14	13.00	7.32	1.95	16.59	-1.15	0.15	13.00	10.19	3.40	18.93	-1.23	0.15	14.00	5.83	2.43	15.53	-1.17	0.14	14.00	10.05	1.91	18.18	-1.24	0.14	14.00	7.14	1.43	16.19	-1.24	0.15	14.00	6.16	1.42	17.06	-1.07	0.15	14.00	13.27	3.79	21.80	-1.05	0.14	14.00	12.80	6.16	21.80	-1.14	0.14	13.00	11.54	4.81	17.79	-1.12	0.14	13.00	12.02	5.29	18.75	-1.27	0.15	13.00	9.13	4.33	12.98	-1.29	0.15	13.00	8.65	3.37	12.98	-1.33	0.14	13.00	8.65	1.92	12.50	-1.30	0.15	12.00	9.62	2.88	12.98
Kiribati	KIR	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	-0.58	0.57	1.00	33.51	0.52	65.98	-0.33	0.39	2.00	44.67	16.24	64.47	-0.09	0.44	2.00	54.55	25.76	74.75	0.16	0.43	2.00	62.12	35.35	78.28	0.32	0.29	3.00	65.37	51.71	76.59	0.20	0.27	3.00	60.49	50.24	71.71	0.05	0.31	3.00	59.02	38.54	72.20	0.10	0.31	3.00	59.22	38.83	72.82	-0.03	0.31	3.00	57.28	34.95	70.87	-0.16	0.30	4.00	54.07	28.23	67.94	-0.08	0.30	4.00	56.19	32.38	69.05	0.09	0.30	4.00	60.19	42.65	72.04	0.01	0.30	4.00	59.24	37.44	70.14	-0.04	0.30	4.00	58.29	35.55	69.19	0.25	0.31	4.00	63.46	50.00	75.48	0.22	0.30	4.00	62.98	48.56	75.48	0.25	0.30	4.00	64.42	50.00	75.48	0.39	0.31	3.00	66.35	52.88	80.77	0.34	0.31	3.00	64.90	50.00	79.81	0.37	0.32	3.00	65.38	50.00	79.81
St. Kitts and Nevis	KNA	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	0.19	0.57	1.00	63.40	29.90	84.02	0.11	0.45	1.00	60.91	31.47	79.19	0.32	0.50	1.00	67.17	36.87	83.33	0.32	0.47	1.00	67.68	40.40	82.83	0.26	0.29	3.00	62.44	51.22	75.61	0.98	0.28	3.00	80.98	69.76	90.73	0.88	0.31	3.00	78.54	68.29	90.73	0.89	0.31	3.00	78.64	69.90	90.78	0.98	0.32	2.00	80.10	69.42	91.75	1.04	0.34	2.00	81.34	70.81	91.39	1.01	0.34	2.00	81.43	70.48	90.95	1.02	0.33	2.00	81.04	70.62	91.47	0.94	0.33	2.00	80.09	68.72	90.52	0.94	0.34	2.00	80.09	67.30	89.57	0.25	0.34	2.00	62.98	47.12	76.44	0.50	0.24	3.00	68.27	60.58	78.37	0.51	0.24	3.00	67.79	61.06	79.33	0.51	0.27	2.00	68.75	58.65	80.77	0.45	0.26	2.00	67.79	57.69	80.77	0.39	0.26	2.00	66.35	54.33	78.85
Korea. Rep.	KOR	0.38	0.19	7.00	65.59	59.14	74.73	0.35	0.17	8.00	66.49	58.25	74.74	0.32	0.16	8.00	65.48	58.88	73.10	0.50	0.16	8.00	72.22	63.64	77.78	0.56	0.15	9.00	74.24	65.15	77.27	0.39	0.14	10.00	67.32	60.00	73.17	0.62	0.14	10.00	71.71	66.83	79.02	0.35	0.13	12.00	65.85	60.00	72.20	0.60	0.14	12.00	72.82	68.93	76.70	0.47	0.14	12.00	70.39	63.11	74.27	0.54	0.14	13.00	71.77	67.46	73.68	0.47	0.14	13.00	70.95	63.81	72.38	0.53	0.14	14.00	71.09	65.40	72.99	0.54	0.13	13.00	70.62	65.88	73.93	0.61	0.13	13.00	71.56	67.30	76.78	0.55	0.12	13.00	70.19	65.38	74.52	0.37	0.13	12.00	66.83	61.54	69.71	0.46	0.14	12.00	67.31	63.94	73.56	0.48	0.12	12.00	67.79	64.42	74.52	0.60	0.13	12.00	72.12	67.31	79.81	0.76	0.14	11.00	76.92	68.75	81.25
Kuwait	KWT	0.48	0.26	4.00	70.43	59.14	80.65	0.59	0.23	4.00	74.23	63.40	81.96	0.59	0.26	4.00	73.60	61.42	83.76	1.01	0.20	5.00	82.83	76.77	85.86	0.80	0.24	4.00	77.27	70.71	83.84	0.79	0.23	4.00	76.10	67.80	84.88	0.51	0.18	6.00	69.27	60.49	77.56	0.43	0.17	7.00	69.76	60.00	74.15	0.37	0.18	7.00	69.42	58.25	73.79	0.42	0.17	8.00	68.93	61.17	74.27	0.31	0.18	8.00	67.46	59.33	72.25	0.30	0.18	8.00	65.24	58.10	72.38	0.09	0.17	8.00	59.72	53.08	68.25	-0.19	0.17	7.00	52.13	38.39	60.66	-0.19	0.17	7.00	52.61	39.81	60.66	-0.24	0.16	7.00	50.96	36.06	57.69	-0.23	0.16	7.00	51.44	37.50	58.17	-0.27	0.17	7.00	48.08	32.69	58.17	-0.33	0.15	7.00	44.71	31.25	54.81	-0.29	0.16	7.00	44.71	33.65	56.25	-0.13	0.18	7.00	50.96	37.50	60.58
Lao PDR	LAO	-0.72	0.34	2.00	28.49	4.84	50.54	-0.60	0.30	3.00	32.47	12.89	51.55	-0.89	0.27	4.00	21.32	3.55	38.58	-1.15	0.29	4.00	8.59	0.00	31.31	-1.18	0.24	5.00	8.59	0.00	24.75	-1.24	0.22	7.00	9.27	0.98	20.98	-1.30	0.22	7.00	6.83	0.00	17.56	-1.31	0.20	8.00	6.34	0.49	17.56	-1.27	0.20	8.00	7.28	0.49	18.45	-1.20	0.19	9.00	7.77	1.94	19.42	-1.24	0.18	10.00	6.22	0.96	18.18	-1.19	0.18	10.00	8.57	1.43	19.05	-1.18	0.18	10.00	9.95	1.42	19.91	-1.02	0.19	10.00	15.64	3.32	27.49	-0.93	0.18	11.00	18.48	9.00	30.33	-0.85	0.18	10.00	21.15	11.06	34.13	-0.91	0.17	9.00	17.79	10.10	31.25	-0.95	0.18	9.00	14.42	9.62	29.33	-0.94	0.17	9.00	15.87	10.10	28.37	-0.98	0.17	9.00	15.38	9.62	26.44	-1.06	0.17	9.00	13.46	7.69	24.52
Lebanon	LBN	-0.66	0.26	4.00	31.18	13.98	49.46	-0.45	0.22	5.00	40.72	25.26	53.61	-0.54	0.23	5.00	34.52	19.29	53.30	-0.48	0.19	6.00	38.38	26.77	52.53	-0.67	0.20	6.00	30.30	13.13	45.45	-0.66	0.19	7.00	28.29	15.12	43.41	-0.53	0.18	7.00	37.56	20.98	51.22	-0.94	0.17	10.00	18.54	7.32	30.24	-0.89	0.17	10.00	19.42	8.74	32.52	-0.82	0.17	11.00	20.87	12.62	34.95	-0.83	0.17	12.00	21.53	11.96	33.97	-0.88	0.16	13.00	20.00	12.38	31.90	-0.90	0.15	14.00	19.43	11.85	28.44	-0.87	0.14	13.00	19.43	11.85	31.28	-0.92	0.14	13.00	19.43	10.90	27.49	-1.04	0.14	11.00	13.94	8.17	23.08	-0.88	0.14	12.00	19.23	12.02	28.85	-0.97	0.14	12.00	13.94	10.10	24.52	-1.00	0.13	12.00	14.90	10.10	21.15	-1.11	0.14	10.00	12.02	8.17	17.31	-1.16	0.14	12.00	12.02	7.21	17.79
Liberia	LBR	-1.50	0.32	3.00	2.15	0.00	17.20	-1.70	0.27	5.00	0.52	0.00	6.19	-1.49	0.27	5.00	2.54	0.00	12.18	-1.29	0.30	4.00	4.04	0.00	26.26	-1.26	0.25	5.00	6.06	0.00	20.71	-1.32	0.22	6.00	7.32	0.00	16.10	-1.20	0.22	6.00	10.73	0.49	20.98	-0.72	0.22	7.00	27.32	14.15	41.95	-0.46	0.23	7.00	37.86	19.90	54.85	-0.74	0.19	11.00	26.21	14.56	39.32	-0.59	0.17	13.00	31.58	20.10	46.89	-0.56	0.17	13.00	32.86	20.95	47.62	-0.67	0.16	14.00	27.49	18.48	40.76	-0.60	0.13	16.00	32.70	22.27	43.13	-0.71	0.13	16.00	26.54	18.48	37.91	-0.77	0.14	14.00	24.04	14.42	34.62	-0.65	0.13	15.00	30.29	19.23	41.35	-0.72	0.14	14.00	25.48	14.90	35.58	-0.66	0.13	14.00	26.92	17.79	40.87	-0.85	0.13	14.00	20.19	12.98	27.88	-0.88	0.14	13.00	19.23	12.50	27.88
Libya	LBY	-0.87	0.26	4.00	20.43	3.76	39.25	-0.91	0.23	4.00	20.62	4.12	35.05	-0.87	0.26	4.00	22.84	5.08	38.58	-0.95	0.22	4.00	18.69	3.03	32.32	-0.88	0.22	5.00	19.19	7.07	35.35	-0.91	0.21	6.00	18.54	8.78	33.66	-0.96	0.20	6.00	17.56	7.32	30.73	-1.08	0.22	6.00	14.15	2.93	26.34	-1.05	0.20	7.00	14.56	3.88	27.18	-0.95	0.19	8.00	17.96	4.85	31.07	-1.21	0.17	9.00	7.66	1.44	19.14	-1.29	0.17	9.00	5.24	0.95	16.19	-1.30	0.18	8.00	5.69	0.00	16.59	-1.36	0.16	11.00	3.32	0.00	11.85	-1.48	0.16	12.00	0.95	0.00	9.48	-1.56	0.15	11.00	1.44	0.00	6.73	-1.62	0.16	9.00	0.96	0.00	5.29	-1.63	0.17	8.00	1.92	0.00	6.73	-1.59	0.15	8.00	1.92	0.00	7.21	-1.55	0.16	9.00	2.88	0.00	9.13	-1.60	0.17	9.00	2.40	0.00	9.13
St. Lucia	LCA	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	0.19	0.57	1.00	63.40	29.90	84.02	0.50	0.45	1.00	71.57	48.22	85.28	0.32	0.50	1.00	67.17	36.87	83.33	0.32	0.47	1.00	67.68	40.40	82.83	0.31	0.29	3.00	64.88	51.71	75.61	1.12	0.28	3.00	83.41	73.17	91.71	1.05	0.31	3.00	82.93	72.20	91.71	1.06	0.31	3.00	83.01	72.33	91.75	1.16	0.32	2.00	83.50	73.79	91.75	1.22	0.34	2.00	85.17	72.73	93.78	1.20	0.34	2.00	84.76	72.38	92.86	1.21	0.33	2.00	84.36	72.51	93.36	1.01	0.30	3.00	81.04	70.14	90.52	1.04	0.31	3.00	81.52	70.14	91.00	0.41	0.32	3.00	67.31	54.33	78.85	0.62	0.23	4.00	71.15	63.46	80.29	0.63	0.23	4.00	71.15	64.42	81.25	0.59	0.24	3.00	71.15	61.54	81.25	0.54	0.23	3.00	69.71	60.58	80.77	0.52	0.24	3.00	69.23	60.58	80.29
Liechtenstein	LIE	1.32	0.48	1.00	87.10	72.04	96.77	1.38	0.46	1.00	89.18	74.74	96.91	1.36	0.47	1.00	88.83	73.10	95.43	1.35	0.44	1.00	88.38	74.75	95.45	1.38	0.40	1.00	88.89	76.26	94.95	1.37	0.40	1.00	89.27	75.61	96.10	1.28	0.34	1.00	88.29	73.66	93.17	1.26	0.42	1.00	88.29	72.20	94.63	1.09	0.38	2.00	84.47	71.36	91.75	1.19	0.37	2.00	83.98	73.30	93.20	1.69	0.28	3.00	92.34	85.17	97.61	1.85	0.29	2.00	93.81	88.57	99.05	1.81	0.30	2.00	93.84	88.15	99.05	1.80	0.31	2.00	93.84	87.20	99.05	1.84	0.31	2.00	94.79	88.15	99.53	2.08	0.30	2.00	97.12	91.35	100.00	2.06	0.29	2.00	96.15	91.83	100.00	2.04	0.31	2.00	96.63	90.87	100.00	2.06	0.28	2.00	97.12	91.83	100.00	2.01	0.28	2.00	95.67	90.38	100.00	1.97	0.29	2.00	95.67	89.90	100.00
Sri Lanka	LKA	-0.06	0.26	4.00	54.30	37.10	65.05	-0.15	0.22	5.00	51.55	35.57	63.40	-0.18	0.20	7.00	52.28	35.53	61.42	-0.18	0.18	7.00	52.02	36.87	61.11	-0.23	0.18	9.00	49.49	35.35	59.60	-0.15	0.17	10.00	52.20	39.51	58.54	-0.34	0.17	10.00	46.34	32.20	55.12	-0.20	0.16	12.00	51.22	38.54	59.02	-0.15	0.16	13.00	53.88	38.83	59.71	-0.23	0.16	13.00	50.97	37.86	59.22	-0.40	0.16	13.00	41.15	28.23	55.02	-0.42	0.16	13.00	41.43	28.10	53.81	-0.39	0.16	13.00	43.13	28.91	54.03	-0.24	0.14	14.00	50.71	38.39	58.77	-0.21	0.14	14.00	51.66	39.81	59.24	-0.34	0.14	13.00	44.71	33.17	53.37	-0.34	0.14	13.00	45.19	32.21	53.85	-0.31	0.14	13.00	45.67	32.69	55.29	-0.45	0.13	13.00	41.35	26.92	48.08	-0.34	0.13	11.00	43.27	33.65	52.40	-0.32	0.14	10.00	44.23	32.21	51.92
Lesotho	LSO	0.09	0.34	2.00	59.68	38.71	73.12	0.04	0.28	4.00	56.19	42.27	69.07	0.00	0.27	4.00	57.87	37.56	69.54	-0.09	0.27	5.00	54.04	34.34	67.68	-0.17	0.26	5.00	53.54	33.33	63.13	-0.10	0.22	6.00	54.15	37.56	62.93	0.02	0.23	6.00	57.07	45.37	66.34	0.00	0.19	8.00	57.07	43.90	65.37	-0.07	0.18	9.00	55.83	42.72	62.14	0.05	0.17	9.00	59.71	50.49	66.02	0.16	0.17	9.00	61.72	55.02	70.33	0.17	0.17	9.00	62.86	54.29	70.48	0.15	0.17	9.00	62.56	54.03	69.67	0.12	0.18	10.00	62.09	53.08	68.72	0.28	0.18	11.00	63.98	59.24	70.62	0.19	0.18	11.00	61.54	54.33	69.23	0.06	0.18	11.00	59.62	50.96	66.35	-0.02	0.17	12.00	56.73	45.67	64.42	-0.03	0.17	11.00	55.77	44.71	63.46	-0.10	0.17	11.00	53.85	41.35	61.06	-0.03	0.18	11.00	55.77	42.79	62.50
Lithuania	LTU	0.42	0.28	3.00	68.28	55.38	80.11	0.32	0.19	6.00	64.95	55.15	74.74	0.36	0.18	8.00	66.50	58.88	74.62	0.20	0.16	8.00	63.13	55.05	71.72	0.38	0.16	9.00	69.70	61.11	75.25	0.43	0.15	10.00	69.27	60.00	75.12	0.33	0.14	10.00	64.88	58.05	70.24	0.16	0.14	11.00	60.49	55.61	68.78	0.13	0.13	13.00	60.19	54.85	67.48	0.14	0.13	14.00	61.65	55.34	66.02	0.23	0.13	13.00	65.07	59.33	70.81	0.38	0.13	13.00	69.05	62.38	72.38	0.33	0.13	12.00	67.30	61.14	71.56	0.39	0.13	12.00	68.25	62.56	72.04	0.43	0.14	12.00	68.25	63.03	72.99	0.56	0.14	12.00	70.67	65.38	75.96	0.62	0.14	12.00	70.67	66.83	76.92	0.71	0.14	11.00	75.00	67.31	80.77	0.55	0.13	11.00	70.19	64.90	77.88	0.50	0.14	11.00	68.75	62.50	77.40	0.68	0.16	10.00	74.52	66.83	80.77
Luxembourg	LUX	1.95	0.27	4.00	94.62	90.32	100.00	1.94	0.27	4.00	93.81	90.72	100.00	2.05	0.27	4.00	94.42	91.88	100.00	2.06	0.29	3.00	95.45	91.41	100.00	1.69	0.23	4.00	91.92	85.86	95.96	1.84	0.21	5.00	93.17	91.71	97.56	1.66	0.20	5.00	92.68	88.29	96.10	1.88	0.19	6.00	94.15	91.71	98.05	1.97	0.20	6.00	94.17	91.75	98.54	1.97	0.20	6.00	95.15	91.75	98.06	1.97	0.19	7.00	94.74	91.87	99.04	2.05	0.20	7.00	95.71	92.86	100.00	2.16	0.20	7.00	98.10	93.84	100.00	2.12	0.18	7.00	96.68	93.84	100.00	2.12	0.18	7.00	97.16	94.31	100.00	2.07	0.18	6.00	96.63	93.27	100.00	2.10	0.17	6.00	97.12	92.79	100.00	2.10	0.17	7.00	97.60	92.79	100.00	1.99	0.15	7.00	96.15	92.31	99.04	2.09	0.17	7.00	97.12	92.79	100.00	2.11	0.18	7.00	98.08	93.75	100.00
Latvia	LVA	-0.20	0.28	3.00	50.00	31.18	62.90	0.17	0.19	6.00	61.86	51.55	69.07	-0.07	0.18	8.00	56.85	43.65	62.44	0.02	0.16	8.00	59.60	47.98	64.65	0.28	0.16	9.00	63.64	58.59	73.74	0.18	0.15	10.00	60.49	54.15	69.27	0.38	0.14	10.00	65.85	58.05	71.22	0.37	0.15	11.00	68.78	60.00	72.68	0.35	0.15	11.00	68.93	59.22	72.33	0.25	0.14	11.00	63.59	59.22	70.87	0.23	0.14	12.00	64.59	59.33	70.81	0.23	0.14	12.00	63.81	56.67	70.48	0.29	0.14	11.00	65.40	58.29	70.62	0.25	0.14	11.00	64.45	59.72	70.14	0.33	0.14	12.00	66.82	61.14	70.62	0.42	0.14	12.00	67.79	61.06	74.04	0.47	0.14	12.00	67.79	63.46	75.48	0.43	0.14	11.00	66.83	62.02	73.08	0.54	0.13	11.00	69.71	64.90	77.40	0.33	0.14	11.00	64.42	59.62	70.67	0.48	0.16	10.00	68.27	61.06	75.96
Kosovo	KSV	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	0.39	0.49	1.00	69.04	39.09	84.77	0.38	0.55	1.00	69.70	34.85	85.86	-0.50	0.29	2.00	36.87	14.65	58.08	-0.29	0.26	3.00	47.80	26.34	58.54	-0.52	0.24	3.00	38.05	18.05	53.66	-0.51	0.25	4.00	37.56	19.02	54.63	-0.73	0.22	5.00	26.70	12.14	41.26	-0.63	0.18	7.00	32.52	17.96	43.20	-0.58	0.19	8.00	32.06	20.10	49.28	-0.62	0.16	9.00	31.90	19.52	43.81	-0.61	0.17	9.00	31.75	19.91	45.50	-0.65	0.17	9.00	29.86	18.48	43.13	-0.65	0.18	8.00	30.33	17.54	45.02	-0.49	0.18	9.00	36.54	23.08	52.40	-0.54	0.17	9.00	34.13	20.67	50.00	-0.41	0.18	8.00	40.38	26.92	53.85	-0.50	0.17	8.00	38.46	21.63	49.04	-0.52	0.18	8.00	35.58	22.60	46.63	-0.56	0.19	7.00	31.73	19.71	47.12
