Kiribati	KIR	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	1.17	0.56	1.00	91.96	52.76	100.00	1.16	0.37	2.00	90.29	63.11	100.00	1.38	0.39	2.00	99.03	68.45	100.00	1.35	0.38	2.00	98.55	68.12	100.00	1.34	0.35	2.00	98.55	72.46	100.00	1.34	0.35	2.00	98.08	71.63	100.00	1.40	0.32	3.00	98.10	78.67	100.00	1.42	0.32	3.00	96.68	78.20	100.00	1.30	0.36	2.00	95.73	68.72	99.53	1.29	0.32	2.00	94.79	70.14	99.53	1.28	0.35	2.00	93.84	67.77	99.53	0.80	0.26	2.00	73.81	59.05	93.81	0.84	0.28	2.00	72.86	58.57	95.24	0.87	0.29	2.00	75.24	59.05	95.71	0.88	0.32	2.00	78.57	60.00	96.67	1.03	0.30	2.00	86.67	64.76	98.57	1.20	0.35	2.00	93.33	67.62	99.52
St. Kitts and Nevis	KNA	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	1.17	0.56	1.00	91.96	52.76	100.00	1.36	0.33	3.00	97.09	74.76	100.00	1.29	0.33	3.00	92.72	67.48	100.00	1.21	0.33	3.00	92.27	65.70	100.00	0.80	0.31	3.00	75.85	53.62	96.62	0.92	0.31	3.00	78.85	57.69	99.04	1.09	0.32	3.00	87.68	63.98	100.00	1.04	0.32	3.00	85.78	62.56	99.53	0.96	0.31	3.00	79.62	62.09	98.10	0.98	0.28	3.00	80.57	63.03	98.58	0.96	0.30	3.00	79.62	62.56	98.10	0.57	0.24	3.00	64.76	52.86	79.05	0.58	0.25	4.00	64.29	53.81	83.33	0.63	0.25	4.00	66.67	53.81	88.57	0.65	0.26	4.00	68.57	54.29	87.14	0.70	0.25	4.00	69.52	56.67	89.05	0.73	0.28	4.00	70.95	55.71	92.38
Korea. Rep.	KOR	0.57	0.37	4.00	65.96	46.28	89.36	0.51	0.35	4.00	64.89	42.55	82.98	0.40	0.31	5.00	62.43	40.74	77.78	0.24	0.29	6.00	52.38	39.68	70.37	0.25	0.28	6.00	52.76	37.69	70.35	0.43	0.28	7.00	61.17	43.69	76.70	0.48	0.27	7.00	62.62	47.57	76.70	0.42	0.25	8.00	59.42	46.38	72.46	0.57	0.24	8.00	65.22	48.79	79.71	0.42	0.24	8.00	58.17	44.71	75.00	0.41	0.24	8.00	60.66	44.55	73.93	0.33	0.24	8.00	54.98	43.13	71.09	0.41	0.24	9.00	60.66	48.34	70.62	0.27	0.22	9.00	55.45	41.23	65.40	0.28	0.23	9.00	57.35	42.65	66.82	0.11	0.19	9.00	50.48	36.67	59.52	0.16	0.20	9.00	53.81	40.48	60.95	0.16	0.20	9.00	52.38	38.57	62.38	0.32	0.21	9.00	58.57	45.71	69.52	0.60	0.21	9.00	66.19	54.76	81.43	0.48	0.23	8.00	61.43	50.48	75.24
Kuwait	KWT	0.17	0.37	4.00	52.66	31.91	72.87	0.46	0.35	4.00	63.30	40.43	81.38	0.75	0.34	4.00	73.02	54.50	92.59	-0.15	0.32	4.00	42.33	26.46	59.79	0.29	0.30	4.00	54.77	37.69	71.86	0.34	0.29	5.00	56.31	39.81	74.76	0.25	0.28	6.00	55.34	39.32	66.99	0.41	0.25	7.00	58.45	45.41	72.46	0.62	0.24	7.00	68.12	50.72	83.57	0.50	0.25	7.00	61.54	47.12	77.40	0.35	0.25	7.00	55.45	41.71	72.04	0.45	0.24	7.00	61.14	47.87	75.83	0.31	0.24	7.00	56.87	41.71	68.72	0.20	0.23	7.00	53.08	39.81	63.51	0.17	0.23	7.00	52.61	38.39	64.45	0.15	0.20	7.00	51.43	38.10	60.95	-0.21	0.21	7.00	39.05	25.71	51.90	-0.05	0.21	7.00	45.24	30.48	56.67	-0.05	0.22	7.00	44.76	30.48	57.62	0.11	0.22	7.00	51.90	37.62	61.90	0.20	0.24	6.00	54.29	40.00	66.67
Lao PDR	LAO	0.37	0.48	2.00	59.57	31.91	87.77	-0.19	0.44	2.00	36.70	18.09	64.89	-0.58	0.46	2.00	28.04	11.11	52.91	-0.10	0.44	2.00	43.39	21.16	68.25	-1.23	0.35	2.00	14.07	4.52	26.63	-0.61	0.33	3.00	25.73	15.05	43.20	-0.49	0.33	3.00	31.07	16.99	47.57	-0.09	0.29	4.00	42.51	27.05	57.00	-0.18	0.28	4.00	38.65	24.64	53.62	0.02	0.29	4.00	44.71	29.81	60.58	-0.16	0.27	5.00	39.34	25.59	53.08	-0.28	0.26	5.00	35.55	24.17	51.18	-0.06	0.26	5.00	45.02	30.33	59.24	0.03	0.24	5.00	45.97	35.55	60.66	0.07	0.24	6.00	48.82	36.02	62.56	0.50	0.21	6.00	62.38	52.38	75.71	0.54	0.22	6.00	61.90	53.81	76.19	0.53	0.22	6.00	64.29	52.38	76.19	0.40	0.23	6.00	61.43	46.19	72.38	0.42	0.23	6.00	60.48	48.57	71.43	0.53	0.25	5.00	64.76	52.38	79.52
Lebanon	LBN	-0.67	0.37	4.00	23.40	9.57	45.74	-0.75	0.35	4.00	20.21	10.64	36.70	-0.44	0.34	4.00	31.22	16.93	50.79	-0.36	0.32	4.00	31.75	20.11	50.26	-0.46	0.30	4.00	30.15	20.60	42.21	-0.71	0.29	5.00	23.30	13.59	36.89	-1.00	0.29	5.00	18.45	7.28	29.13	-1.81	0.26	6.00	6.28	0.97	11.59	-2.12	0.25	6.00	3.38	0.48	7.73	-1.88	0.25	6.00	4.81	1.92	9.62	-1.56	0.25	6.00	8.53	4.27	14.69	-1.63	0.24	7.00	7.11	3.32	12.32	-1.56	0.24	8.00	5.69	3.32	13.74	-1.66	0.22	8.00	6.16	3.79	10.43	-1.69	0.23	8.00	6.64	3.79	9.48	-1.70	0.20	8.00	7.14	5.71	8.10	-1.70	0.20	8.00	7.14	4.76	9.05	-1.62	0.21	8.00	8.10	5.71	10.48	-1.63	0.22	8.00	8.57	5.24	9.52	-1.62	0.21	8.00	7.14	5.24	10.95	-1.64	0.23	7.00	7.62	4.29	11.43
Liberia	LBR	-2.44	0.42	3.00	1.60	0.00	5.85	-1.75	0.38	3.00	6.91	0.53	13.83	-1.95	0.40	3.00	3.17	0.00	12.17	-2.19	0.39	3.00	1.06	0.00	10.05	-2.16	0.33	3.00	2.51	0.00	6.03	-1.37	0.32	4.00	9.71	4.37	19.90	-1.36	0.31	4.00	11.17	3.88	21.84	-1.33	0.32	4.00	12.56	5.31	22.22	-1.24	0.29	4.00	12.08	7.73	21.26	-1.29	0.29	4.00	12.02	8.17	18.75	-1.05	0.27	5.00	15.17	9.00	25.59	-0.47	0.27	5.00	29.38	18.96	44.55	-0.43	0.26	6.00	32.70	19.91	46.45	-0.48	0.22	8.00	31.75	20.38	40.28	-0.48	0.23	8.00	29.38	19.43	42.65	-0.62	0.20	7.00	24.76	14.29	36.19	-0.82	0.20	8.00	20.48	10.95	28.10	-0.44	0.21	7.00	29.52	19.52	43.33	-0.36	0.22	7.00	31.90	20.00	45.71	-0.25	0.22	7.00	38.10	23.81	52.86	-0.23	0.24	6.00	39.05	22.86	53.81
Libya	LBY	-0.99	0.37	4.00	18.62	6.91	32.98	-0.81	0.35	4.00	19.15	10.64	35.11	-0.30	0.34	4.00	34.92	19.58	57.67	-0.10	0.32	4.00	43.92	26.46	62.43	0.12	0.30	4.00	48.24	33.67	65.83	0.36	0.32	4.00	58.25	38.83	75.73	0.45	0.29	5.00	60.68	44.66	76.70	0.36	0.28	5.00	55.56	42.03	72.46	0.75	0.26	6.00	71.50	54.59	92.75	0.81	0.26	6.00	74.04	56.73	94.71	0.83	0.25	7.00	76.30	61.14	92.42	0.03	0.24	7.00	47.39	33.18	60.19	-1.29	0.25	6.00	11.85	5.21	19.43	-1.59	0.23	7.00	6.64	3.79	13.27	-1.84	0.23	7.00	4.74	1.90	7.58	-2.35	0.20	7.00	4.29	0.48	5.24	-2.20	0.21	6.00	3.33	0.95	6.67	-2.28	0.22	6.00	3.81	0.95	5.71	-2.36	0.22	6.00	2.38	0.48	5.24	-2.43	0.22	6.00	1.90	0.00	5.24	-2.57	0.24	6.00	1.43	0.00	3.81
St. Lucia	LCA	1.03	0.62	1.00	82.45	47.87	100.00	0.35	0.56	1.00	59.04	27.66	93.09	1.22	0.59	1.00	90.48	57.14	100.00	0.36	0.65	1.00	59.26	25.40	94.71	1.17	0.56	1.00	91.96	52.76	100.00	1.22	0.33	3.00	92.72	69.42	100.00	1.00	0.33	3.00	79.61	61.17	99.51	0.86	0.33	3.00	74.40	54.11	99.03	0.62	0.31	3.00	67.63	47.34	91.30	0.64	0.31	3.00	69.23	49.04	91.35	0.69	0.32	3.00	70.14	50.24	91.47	0.79	0.32	3.00	72.99	53.55	93.84	0.85	0.31	3.00	72.51	58.29	97.16	0.89	0.28	3.00	74.41	60.19	96.21	0.85	0.30	3.00	73.46	59.72	95.26	0.82	0.24	3.00	75.24	59.52	93.81	0.85	0.25	4.00	73.33	60.48	94.76	1.02	0.25	4.00	88.57	66.19	98.10	0.99	0.26	4.00	82.38	65.24	96.67	1.01	0.25	4.00	85.71	65.24	97.62	0.93	0.28	4.00	79.52	60.95	96.19
Liechtenstein	LIE	1.17	0.61	1.00	89.36	52.13	100.00	1.18	0.58	1.00	90.43	54.79	100.00	1.17	0.60	1.00	86.77	54.50	100.00	1.28	0.52	1.00	92.59	62.43	100.00	1.46	0.35	2.00	98.49	76.88	100.00	1.51	0.37	2.00	99.51	77.67	100.00	1.38	0.39	2.00	99.03	68.45	100.00	1.35	0.38	2.00	98.55	68.12	100.00	1.34	0.35	2.00	98.55	72.46	100.00	1.34	0.35	2.00	98.08	71.63	100.00	1.55	0.29	4.00	100.00	86.73	100.00	1.54	0.28	4.00	99.53	87.20	100.00	1.49	0.31	3.00	99.05	81.04	100.00	1.39	0.28	3.00	97.63	76.78	99.53	1.40	0.29	3.00	97.63	75.36	99.53	1.46	0.24	3.00	98.57	88.57	99.52	1.46	0.25	3.00	98.57	88.10	99.52	1.48	0.25	3.00	98.57	89.52	99.52	1.48	0.27	3.00	98.10	86.19	100.00	1.48	0.26	3.00	98.10	87.62	99.52	1.63	0.25	4.00	99.05	93.33	100.00
Sri Lanka	LKA	-1.78	0.37	4.00	5.85	2.13	12.23	-1.48	0.35	4.00	10.64	3.72	18.09	-1.90	0.34	4.00	4.76	0.00	11.11	-0.78	0.30	5.00	22.75	13.76	34.92	-0.83	0.29	5.00	23.12	11.06	35.18	-1.01	0.29	6.00	18.45	7.77	27.67	-1.15	0.28	6.00	16.50	6.31	25.73	-1.42	0.25	7.00	9.66	5.31	17.39	-1.75	0.24	7.00	7.73	2.90	10.14	-1.80	0.25	7.00	7.69	1.92	9.62	-1.34	0.25	7.00	10.90	5.21	18.48	-0.94	0.24	7.00	17.54	9.95	26.54	-0.72	0.24	7.00	23.70	14.22	36.02	-0.72	0.22	8.00	22.75	15.64	36.02	-0.61	0.23	8.00	25.59	17.54	37.91	-0.33	0.20	8.00	34.29	23.81	45.24	0.09	0.20	8.00	50.48	37.14	59.52	0.00	0.21	8.00	46.67	32.86	57.62	-0.07	0.22	8.00	42.38	30.00	56.19	-0.14	0.21	8.00	40.95	29.05	53.81	-0.23	0.23	7.00	39.52	23.33	53.81
Lesotho	LSO	0.23	0.48	2.00	54.26	26.06	79.26	-0.12	0.44	2.00	40.43	18.62	66.49	0.10	0.46	2.00	50.26	25.93	76.19	-0.05	0.44	2.00	46.03	23.28	68.78	0.10	0.35	2.00	47.24	29.65	68.84	0.36	0.37	2.00	58.74	36.41	79.13	0.00	0.39	2.00	46.12	26.21	66.02	-0.13	0.31	4.00	41.55	26.57	56.52	-0.39	0.30	4.00	30.92	18.36	46.86	-0.21	0.30	4.00	37.98	23.08	55.29	0.33	0.28	5.00	54.03	40.28	73.46	0.46	0.27	5.00	62.09	45.02	79.15	0.38	0.30	4.00	59.72	41.23	72.99	0.27	0.25	5.00	56.40	40.28	68.72	0.34	0.25	5.00	59.24	42.65	68.72	-0.33	0.21	5.00	33.81	23.33	45.71	-0.31	0.22	5.00	35.24	21.90	49.05	-0.24	0.23	5.00	37.14	24.76	49.05	-0.19	0.24	5.00	39.05	25.71	54.29	-0.17	0.23	5.00	40.48	26.67	53.81	-0.35	0.25	4.00	33.81	19.52	49.52
Lithuania	LTU	0.52	0.41	3.00	62.77	42.55	89.36	0.43	0.35	4.00	62.77	38.30	81.38	0.42	0.34	4.00	64.02	40.21	80.42	0.89	0.30	5.00	77.25	60.32	94.71	1.05	0.29	5.00	83.92	64.32	98.99	0.77	0.29	6.00	72.82	54.85	93.20	0.78	0.28	6.00	69.42	55.34	91.26	0.87	0.25	7.00	74.88	59.42	95.17	0.82	0.24	8.00	76.33	59.42	92.75	0.75	0.24	8.00	70.67	55.29	90.87	0.63	0.24	8.00	69.19	52.61	85.31	0.72	0.24	8.00	70.62	54.50	88.15	0.67	0.24	8.00	68.72	54.98	85.31	0.79	0.22	8.00	72.51	59.72	89.57	0.96	0.23	8.00	80.57	64.93	95.26	0.74	0.20	8.00	70.48	59.52	87.62	0.76	0.20	8.00	70.95	59.52	89.52	0.83	0.21	8.00	73.81	62.38	91.90	0.78	0.22	8.00	72.86	61.90	89.52	0.75	0.22	8.00	70.48	59.05	88.57	0.84	0.23	7.00	75.24	60.00	93.33
Luxembourg	LUX	1.38	0.42	3.00	95.74	68.62	100.00	1.38	0.38	3.00	95.74	72.87	100.00	1.61	0.35	4.00	98.94	80.95	100.00	1.64	0.36	4.00	99.47	82.54	100.00	1.44	0.31	5.00	97.49	78.89	100.00	1.32	0.30	6.00	95.15	74.76	100.00	1.33	0.29	6.00	95.15	74.27	100.00	1.40	0.27	7.00	99.03	79.71	100.00	1.48	0.26	7.00	99.03	85.51	100.00	1.51	0.26	7.00	100.00	87.02	100.00	1.45	0.26	7.00	98.58	85.31	100.00	1.46	0.26	7.00	99.05	86.26	100.00	1.32	0.25	7.00	96.21	72.99	99.53	1.33	0.23	7.00	95.73	78.20	99.53	1.34	0.24	7.00	95.26	78.20	99.53	1.38	0.20	7.00	97.62	86.67	99.52	1.44	0.21	7.00	98.10	89.52	99.52	1.42	0.21	8.00	98.10	90.00	99.52	1.33	0.22	8.00	95.24	80.95	99.52	1.37	0.22	8.00	96.19	85.71	99.52	1.36	0.23	7.00	95.71	82.38	99.52
Latvia	LVA	0.56	0.41	3.00	65.43	43.62	89.36	0.03	0.35	4.00	46.28	29.26	67.55	0.42	0.34	4.00	63.49	40.21	80.42	0.94	0.30	5.00	82.01	62.96	94.71	1.00	0.29	5.00	81.91	63.32	98.49	0.62	0.29	6.00	66.02	49.51	84.47	0.81	0.28	6.00	71.36	55.83	91.75	0.84	0.27	6.00	72.95	56.52	95.17	0.56	0.26	6.00	64.25	47.34	80.68	0.20	0.26	6.00	51.92	36.54	68.27	0.35	0.25	7.00	54.98	41.71	72.04	0.53	0.24	7.00	64.45	50.71	80.09	0.32	0.24	7.00	57.82	42.18	68.72	0.45	0.23	7.00	61.14	48.34	72.99	0.59	0.23	8.00	65.40	54.98	80.57	0.49	0.20	8.00	61.90	52.38	74.29	0.44	0.20	8.00	60.48	51.90	70.95	0.48	0.21	8.00	62.38	49.05	73.33	0.46	0.22	8.00	62.86	50.95	74.76	0.42	0.22	8.00	60.00	50.00	71.43	0.45	0.23	7.00	60.00	49.52	74.76
Kosovo	KSV	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	1.01	0.66	1.00	83.65	41.35	100.00	0.43	0.67	1.00	61.14	23.22	99.53	-1.04	0.38	3.00	14.69	4.74	30.81	-1.04	0.35	3.00	16.11	5.21	30.81	-1.04	0.35	3.00	17.06	6.16	32.70	-0.97	0.33	3.00	18.01	7.58	32.70	-0.34	0.22	4.00	31.43	22.86	45.71	-0.20	0.23	4.00	40.48	25.71	53.81	-0.28	0.23	4.00	35.71	22.38	49.05	-0.25	0.24	4.00	37.62	24.29	52.38	-0.66	0.24	4.00	22.86	12.86	37.14	-0.39	0.25	4.00	30.95	18.10	48.57
Macao SAR. China	MAC	0.27	0.61	1.00	56.91	22.87	90.43	0.28	0.58	1.00	56.91	23.94	91.49	0.49	0.60	1.00	67.72	30.16	95.24	0.55	0.52	1.00	67.72	33.33	94.71	1.12	0.41	1.00	85.93	59.80	100.00	1.35	0.43	1.00	96.12	67.96	100.00	1.29	0.45	1.00	93.20	64.08	100.00	0.97	0.36	2.00	80.19	56.04	100.00	0.46	0.33	2.00	61.35	39.61	81.16	0.48	0.33	2.00	60.58	41.35	83.65	0.61	0.33	2.00	67.30	47.39	89.10	0.57	0.33	2.00	64.93	47.39	88.15	0.61	0.34	2.00	66.35	48.82	90.05	0.63	0.30	2.00	65.88	50.71	89.10	0.76	0.32	2.00	69.19	55.45	92.42	1.21	0.26	2.00	93.81	72.86	99.52	1.20	0.26	2.00	92.86	70.95	99.52	1.42	0.27	2.00	97.62	80.00	99.52	1.43	0.30	2.00	97.62	80.48	99.52	1.26	0.28	2.00	92.86	71.90	99.52	1.25	0.32	2.00	93.81	70.95	99.52
Morocco	MAR	-0.21	0.37	4.00	39.89	21.28	60.11	0.31	0.35	4.00	57.45	34.57	76.06	-0.07	0.34	4.00	41.80	26.46	68.25	-0.26	0.30	5.00	37.04	23.81	51.85	-0.41	0.29	5.00	32.16	21.61	46.23	-0.31	0.29	6.00	35.44	21.84	50.97	-0.56	0.28	6.00	29.13	16.99	42.23	-0.46	0.25	7.00	30.92	19.81	43.00	-0.50	0.24	7.00	27.54	18.36	39.61	-0.57	0.25	7.00	25.96	15.87	38.46	-0.40	0.25	7.00	31.28	19.91	44.55	-0.38	0.24	7.00	32.70	22.27	46.45	-0.39	0.25	7.00	33.65	20.38	47.87	-0.47	0.22	8.00	32.70	20.38	40.76	-0.49	0.23	8.00	28.91	19.43	41.71	-0.45	0.20	8.00	29.52	20.95	40.95	-0.34	0.20	8.00	33.81	21.90	45.24	-0.31	0.21	8.00	34.29	22.86	47.62	-0.37	0.22	8.00	30.95	20.00	45.71	-0.34	0.21	8.00	35.24	21.90	46.67	-0.37	0.23	7.00	32.38	19.52	48.10
Monaco	MCO	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	1.17	0.56	1.00	91.96	52.76	100.00	1.11	0.47	2.00	86.41	55.83	100.00	1.03	0.45	2.00	82.04	55.34	100.00	1.01	0.47	2.00	81.16	53.14	100.00	1.04	0.46	2.00	84.06	52.66	100.00	1.03	0.47	2.00	84.13	52.88	100.00	0.97	0.67	1.00	84.36	40.76	100.00	0.96	0.48	2.00	82.46	51.66	100.00	1.04	0.42	2.00	82.46	58.77	99.53	1.05	0.44	2.00	85.78	57.35	99.53	1.06	0.41	2.00	86.26	60.19	99.53	1.02	0.38	2.00	84.76	59.05	99.52	0.99	0.40	2.00	83.81	57.62	99.52	1.01	0.39	2.00	86.67	59.05	99.52	1.63	0.38	2.00	99.52	85.24	100.00	1.61	0.41	2.00	99.52	81.43	100.00	1.59	0.40	2.00	98.10	79.52	100.00
Moldova	MDA	0.01	0.41	3.00	47.87	23.40	68.62	0.39	0.35	4.00	61.17	36.70	80.32	-0.43	0.34	4.00	31.75	17.46	51.32	-0.16	0.32	4.00	41.80	25.93	58.20	-0.13	0.30	4.00	39.70	27.64	59.30	-0.22	0.32	4.00	37.86	22.33	54.85	-0.40	0.31	5.00	34.47	20.39	48.54	-0.37	0.27	6.00	31.88	22.22	48.31	-0.02	0.26	6.00	42.51	29.47	59.42	-0.27	0.26	6.00	35.58	23.08	49.04	-0.59	0.27	5.00	26.07	15.17	40.28	-0.38	0.26	6.00	33.18	21.33	47.87	-0.05	0.25	6.00	45.50	30.81	59.24	0.05	0.23	7.00	46.92	36.97	59.72	0.00	0.24	7.00	45.97	35.07	60.19	-0.16	0.20	7.00	39.05	29.05	52.38	-0.33	0.21	7.00	34.76	22.38	45.24	-0.30	0.21	8.00	34.76	23.33	48.10	-0.32	0.22	8.00	33.33	23.33	46.67	-0.40	0.21	8.00	31.43	19.52	44.76	-0.38	0.23	7.00	31.43	19.52	47.14
Madagascar	MDG	0.22	0.42	3.00	53.72	29.79	76.60	0.20	0.38	3.00	53.19	30.32	73.94	0.16	0.40	3.00	52.91	30.16	75.13	-0.23	0.39	3.00	39.68	20.11	62.43	0.62	0.32	4.00	66.33	46.73	86.43	0.24	0.31	5.00	53.88	36.41	72.33	-0.02	0.30	5.00	45.15	29.13	61.17	0.18	0.25	7.00	51.69	39.61	64.25	0.09	0.24	7.00	46.38	34.30	61.84	-0.47	0.25	7.00	29.81	17.79	41.83	-0.73	0.25	7.00	21.80	14.69	32.70	-0.98	0.24	7.00	17.06	9.95	26.07	-0.71	0.24	7.00	24.64	14.69	36.02	-0.54	0.22	8.00	28.91	19.43	39.81	-0.66	0.23	8.00	24.64	17.06	36.49	-0.56	0.20	8.00	26.67	16.67	36.67	-0.43	0.20	8.00	30.48	21.43	42.38	-0.29	0.21	8.00	35.24	23.33	48.10	-0.30	0.22	8.00	33.81	23.33	48.10	-0.57	0.22	7.00	26.19	14.76	39.05	-0.25	0.23	7.00	37.62	22.86	53.33
Maldives	MDV	0.88	0.48	2.00	76.06	50.00	100.00	1.11	0.44	2.00	88.83	61.17	100.00	1.18	0.46	2.00	87.83	64.02	100.00	1.08	0.44	2.00	84.13	58.20	100.00	1.03	0.35	2.00	83.42	60.30	99.50	0.50	0.33	3.00	63.11	43.69	83.01	0.81	0.33	3.00	70.87	55.34	95.63	0.76	0.33	3.00	69.57	52.66	95.65	0.08	0.31	3.00	45.89	30.43	66.67	-0.16	0.31	3.00	38.94	23.56	55.29	-0.23	0.32	3.00	37.44	20.85	53.08	-0.17	0.32	3.00	40.28	24.64	57.35	-0.24	0.31	3.00	39.34	22.75	54.98	-0.37	0.28	3.00	36.02	20.38	48.82	0.13	0.30	3.00	51.66	35.55	65.40	0.68	0.24	3.00	69.05	57.62	88.57	0.42	0.25	3.00	59.52	45.24	72.38	0.42	0.26	3.00	61.43	47.14	73.81	0.23	0.27	3.00	54.76	38.57	69.52	0.10	0.26	3.00	51.43	35.24	63.81	0.01	0.29	3.00	48.10	28.57	61.90
Mexico	MEX	-0.92	0.37	4.00	20.74	8.51	36.17	-0.42	0.35	4.00	30.85	15.96	52.13	-0.20	0.31	5.00	39.15	24.87	59.26	-0.06	0.29	6.00	45.50	28.04	61.90	-0.12	0.28	6.00	40.20	28.14	58.29	-0.21	0.28	7.00	38.35	23.79	53.40	-0.45	0.27	7.00	33.50	20.87	46.12	-0.64	0.25	8.00	26.57	17.39	39.61	-0.73	0.24	8.00	23.67	14.01	33.82	-0.80	0.24	8.00	19.23	13.46	29.81	-0.69	0.24	8.00	22.27	14.69	34.60	-0.73	0.24	8.00	23.22	13.27	33.18	-0.67	0.24	9.00	26.07	15.64	37.91	-0.66	0.22	9.00	24.64	17.54	36.97	-0.71	0.23	9.00	23.22	15.64	36.02	-0.85	0.19	9.00	17.62	10.00	27.62	-0.80	0.20	9.00	21.43	10.95	28.57	-0.63	0.20	9.00	23.81	14.29	34.76	-0.72	0.21	9.00	20.48	13.33	31.43	-0.57	0.21	9.00	25.71	14.76	38.57	-0.71	0.23	8.00	20.95	12.38	34.76
Marshall Islands	MHL	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	1.17	0.56	1.00	91.96	52.76	100.00	1.13	0.59	1.00	89.32	51.46	100.00	1.07	0.62	1.00	84.95	47.57	100.00	1.04	0.64	1.00	84.54	44.93	100.00	1.08	0.65	1.00	87.44	43.00	100.00	1.01	0.66	1.00	83.65	41.35	100.00	1.38	0.56	2.00	96.68	61.61	100.00	1.15	0.48	2.00	89.57	57.35	100.00	1.06	0.61	1.00	84.36	48.82	100.00	1.03	0.64	1.00	85.31	43.13	100.00	1.05	0.60	1.00	85.78	48.82	100.00	0.99	0.51	1.00	82.86	51.90	99.52	0.92	0.55	1.00	79.52	47.14	99.52	0.21	0.57	1.00	53.33	20.95	90.95	0.87	0.58	1.00	78.10	40.95	99.52	0.86	0.60	1.00	77.14	41.90	99.52	0.86	0.60	1.00	77.14	42.86	99.52
North Macedonia	MKD	-0.48	0.41	3.00	29.26	12.23	53.19	-0.71	0.38	3.00	22.34	10.64	41.49	-0.62	0.38	3.00	26.98	13.23	43.92	-1.04	0.34	3.00	18.52	7.94	29.63	-0.99	0.31	4.00	20.10	9.05	29.65	-0.85	0.30	5.00	19.90	10.68	32.04	-1.16	0.29	5.00	15.53	6.31	25.73	-0.74	0.28	5.00	24.15	13.53	36.23	-0.43	0.28	5.00	30.43	18.36	43.00	-0.30	0.28	5.00	35.10	19.71	49.04	-0.30	0.28	5.00	34.60	20.85	51.18	-0.52	0.27	5.00	27.01	17.06	43.13	-0.62	0.27	5.00	27.49	15.64	39.34	-0.49	0.24	6.00	30.81	19.43	41.23	-0.42	0.25	6.00	33.18	19.91	45.50	0.26	0.21	6.00	56.67	42.38	65.71	-0.29	0.22	6.00	35.71	22.86	49.52	-0.35	0.22	7.00	32.86	21.43	47.14	-0.25	0.23	6.00	36.67	24.29	51.43	-0.20	0.23	6.00	39.52	25.71	53.33	-0.05	0.24	6.00	46.67	29.05	59.05
Mali	MLI	0.36	0.42	3.00	58.51	35.64	84.57	0.43	0.38	3.00	62.23	36.17	81.91	0.24	0.40	3.00	56.08	31.75	77.25	0.41	0.39	3.00	61.90	39.15	83.07	0.26	0.32	4.00	53.27	36.68	71.86	0.45	0.31	5.00	62.14	43.69	79.13	0.18	0.30	5.00	52.43	36.41	66.02	0.41	0.28	6.00	58.94	43.00	74.88	0.23	0.26	6.00	51.69	37.68	69.08	0.21	0.26	6.00	52.88	37.50	68.75	-0.08	0.25	7.00	41.71	28.91	54.03	-0.18	0.24	7.00	39.34	26.07	52.13	-0.71	0.24	7.00	24.17	14.69	36.02	-2.03	0.23	7.00	3.79	1.90	6.16	-1.72	0.23	7.00	6.16	3.32	8.53	-1.71	0.20	7.00	6.67	5.24	8.10	-1.69	0.21	7.00	7.62	4.76	9.05	-1.62	0.21	7.00	8.57	5.71	10.48	-1.91	0.22	7.00	6.19	3.33	8.57	-2.08	0.22	7.00	5.24	1.43	6.67	-2.15	0.24	6.00	4.29	2.38	5.71
