Kiribati	KIR	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	-0.96	0.58	1.00	15.54	3.63	52.85	-0.95	0.50	2.00	14.36	4.62	46.15	-0.98	0.54	2.00	17.35	2.55	51.02	-0.83	0.43	2.00	19.90	3.06	50.00	-0.52	0.26	3.00	32.02	16.26	50.25	-0.93	0.20	3.00	19.61	10.29	28.92	-0.98	0.27	3.00	17.16	6.86	30.39	-1.08	0.28	3.00	15.53	4.37	27.18	-1.18	0.24	4.00	11.65	3.40	21.36	-1.21	0.22	5.00	8.61	4.31	22.01	-1.34	0.22	5.00	7.18	2.87	18.66	-1.40	0.22	5.00	6.64	2.37	14.22	-1.33	0.23	5.00	8.53	2.37	19.43	-1.35	0.24	5.00	7.58	2.37	17.54	-0.92	0.26	5.00	18.27	7.21	33.17	-0.88	0.25	5.00	19.71	6.73	35.58	-0.84	0.27	5.00	20.19	7.69	37.98	-0.83	0.28	4.00	19.71	8.17	37.50	-0.77	0.29	4.00	22.12	8.65	40.38	-0.62	0.29	4.00	28.37	11.54	49.52
St. Kitts and Nevis	KNA	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	0.30	0.58	1.00	64.77	24.35	87.56	0.23	0.52	1.00	61.54	24.62	82.56	0.20	0.56	1.00	61.22	21.94	83.67	0.24	0.54	1.00	62.24	25.51	82.14	0.08	0.26	3.00	57.64	41.38	66.01	1.24	0.20	3.00	85.78	75.98	93.63	1.05	0.27	3.00	80.39	69.61	92.16	0.70	0.29	3.00	71.84	57.77	85.44	0.65	0.29	2.00	71.84	55.83	83.01	0.60	0.30	2.00	70.33	54.07	82.30	0.48	0.31	2.00	66.99	52.63	80.38	0.45	0.30	2.00	65.40	52.13	78.67	0.42	0.32	2.00	65.40	48.34	77.73	0.43	0.33	2.00	65.40	48.34	79.62	0.19	0.33	2.00	58.17	39.42	74.04	0.38	0.27	3.00	66.35	51.44	76.44	0.37	0.27	3.00	66.83	51.92	75.96	0.55	0.35	2.00	71.63	54.33	82.21	0.51	0.36	2.00	69.71	50.96	81.73	0.50	0.36	2.00	69.23	51.44	82.21
Korea. Rep.	KOR	0.45	0.28	6.00	65.22	53.80	76.63	0.28	0.26	7.00	63.21	47.67	73.58	0.60	0.22	7.00	71.79	60.00	80.51	0.82	0.20	8.00	75.51	67.35	83.67	0.77	0.17	8.00	73.98	67.35	80.61	0.80	0.18	8.00	74.38	66.01	80.30	0.82	0.16	8.00	72.06	66.18	79.41	0.75	0.18	9.00	72.55	64.22	80.39	0.90	0.19	9.00	78.16	68.45	85.92	0.73	0.19	9.00	73.79	63.59	81.07	0.84	0.18	9.00	75.12	66.99	83.25	0.93	0.18	9.00	78.95	71.29	84.69	0.99	0.17	10.00	79.62	74.88	86.73	0.89	0.18	10.00	77.25	70.62	86.26	0.99	0.18	10.00	80.09	73.46	86.73	1.11	0.19	10.00	83.17	75.48	89.90	1.11	0.20	9.00	83.17	75.00	91.35	1.11	0.20	9.00	84.13	75.48	91.35	1.11	0.20	9.00	82.21	75.96	89.90	1.10	0.20	9.00	82.69	75.48	90.38	1.07	0.20	9.00	82.21	74.52	89.90
Kuwait	KWT	0.31	0.31	4.00	64.13	46.20	74.46	-0.04	0.34	4.00	51.81	25.39	68.91	-0.03	0.32	4.00	52.82	28.21	67.69	0.36	0.25	5.00	64.80	53.06	73.47	0.41	0.22	4.00	66.84	56.12	73.47	0.57	0.23	4.00	68.47	60.59	78.33	0.47	0.17	6.00	63.73	58.33	71.08	0.30	0.20	7.00	59.80	53.43	69.61	0.26	0.21	7.00	58.74	51.46	68.45	0.17	0.21	7.00	56.80	50.49	66.02	0.15	0.20	7.00	56.46	47.37	65.55	0.16	0.20	7.00	55.50	46.41	67.94	0.08	0.20	7.00	54.98	42.65	63.03	-0.04	0.23	7.00	52.61	37.44	60.19	-0.07	0.22	7.00	50.71	35.55	60.19	-0.15	0.23	7.00	49.04	32.21	60.58	-0.17	0.22	7.00	48.56	31.25	59.13	-0.07	0.23	7.00	52.88	34.62	64.90	-0.06	0.22	7.00	53.37	35.10	64.90	0.03	0.22	7.00	55.77	38.46	65.87	0.06	0.22	7.00	57.69	40.87	66.83
Lao PDR	LAO	-1.04	0.36	2.00	15.22	4.89	30.43	-0.94	0.35	3.00	16.58	7.25	34.72	-1.41	0.31	4.00	8.21	3.08	16.41	-1.30	0.26	5.00	7.65	3.06	20.41	-1.40	0.21	5.00	7.14	2.55	14.80	-1.29	0.21	6.00	8.87	3.45	17.24	-1.33	0.18	6.00	8.82	3.43	16.18	-1.27	0.21	7.00	9.31	3.43	18.14	-1.18	0.21	7.00	12.14	4.37	20.87	-1.14	0.19	7.00	13.59	4.85	19.90	-1.07	0.18	8.00	13.40	5.74	23.92	-1.02	0.17	8.00	17.70	7.18	25.84	-0.98	0.17	8.00	18.96	8.53	26.07	-0.82	0.18	8.00	23.22	11.85	32.70	-0.84	0.18	9.00	23.22	12.32	31.75	-0.85	0.20	9.00	21.63	10.10	32.21	-0.81	0.19	9.00	23.56	12.02	35.10	-0.72	0.21	9.00	24.52	12.02	38.46	-0.72	0.20	9.00	25.48	12.02	37.02	-0.78	0.20	9.00	21.63	11.54	35.58	-0.71	0.20	9.00	23.56	11.54	36.54
Lebanon	LBN	-0.41	0.31	4.00	34.78	17.93	58.70	-0.16	0.30	5.00	46.63	24.35	65.28	-0.37	0.28	5.00	35.38	18.46	57.44	-0.36	0.21	7.00	41.84	22.96	53.57	-0.11	0.19	6.00	51.53	39.80	58.67	-0.09	0.19	7.00	50.74	39.41	62.07	-0.16	0.17	7.00	49.51	38.24	56.37	-0.21	0.19	8.00	47.55	30.39	55.88	-0.26	0.20	8.00	46.60	29.13	55.34	-0.25	0.19	8.00	46.60	31.55	54.85	-0.05	0.18	8.00	52.15	39.71	58.37	0.05	0.17	9.00	53.59	44.98	61.24	-0.06	0.17	10.00	51.66	41.71	56.87	-0.12	0.18	10.00	47.87	36.97	56.40	-0.08	0.18	10.00	49.29	37.44	57.82	-0.25	0.19	10.00	45.67	31.25	54.33	-0.29	0.18	10.00	43.75	29.81	53.85	-0.34	0.19	10.00	40.87	26.92	53.37	-0.31	0.18	10.00	40.87	28.37	54.33	-0.44	0.20	9.00	36.06	22.12	49.04	-0.43	0.18	10.00	36.54	23.08	49.52
Liberia	LBR	-1.83	0.37	2.00	2.17	0.00	10.87	-2.02	0.31	4.00	3.11	0.00	7.25	-1.72	0.29	4.00	5.13	0.51	9.74	-1.68	0.25	4.00	4.08	0.00	9.69	-1.63	0.21	4.00	3.06	2.04	9.18	-1.86	0.21	5.00	2.46	0.99	4.93	-1.58	0.18	5.00	3.92	1.47	9.80	-1.47	0.21	5.00	5.39	2.45	13.24	-1.20	0.22	4.00	11.17	3.88	20.87	-1.34	0.19	7.00	6.80	2.43	16.02	-1.20	0.17	8.00	9.57	5.26	20.57	-1.06	0.17	8.00	14.83	6.70	23.44	-1.09	0.17	9.00	13.27	6.64	22.27	-1.05	0.17	11.00	14.22	8.06	24.17	-0.91	0.17	11.00	21.80	10.90	29.38	-0.86	0.17	10.00	21.15	10.58	31.25	-0.87	0.17	11.00	21.15	11.54	29.81	-0.95	0.17	10.00	15.87	8.65	26.44	-0.95	0.17	10.00	15.38	8.65	27.40	-0.96	0.17	10.00	14.42	8.65	25.00	-0.98	0.17	9.00	13.46	8.65	23.56
Libya	LBY	-1.74	0.31	4.00	3.80	0.54	10.87	-1.91	0.34	4.00	3.63	0.00	7.77	-1.79	0.32	4.00	4.62	0.00	9.23	-1.61	0.23	5.00	4.59	0.51	10.20	-1.48	0.20	5.00	4.08	2.55	12.24	-1.35	0.21	5.00	7.39	2.46	15.27	-1.48	0.17	5.00	5.88	1.96	11.76	-1.46	0.21	5.00	6.37	2.45	13.73	-1.11	0.22	6.00	14.56	4.85	21.84	-0.91	0.20	7.00	17.96	9.22	30.58	-1.14	0.18	8.00	11.48	5.74	22.49	-1.19	0.19	8.00	8.61	5.26	19.62	-1.54	0.19	7.00	4.74	2.37	9.00	-1.66	0.21	8.00	2.84	1.42	8.53	-1.86	0.20	8.00	1.90	0.95	4.27	-2.12	0.21	8.00	1.44	0.00	2.88	-2.23	0.20	7.00	0.48	0.00	1.92	-2.27	0.22	6.00	0.48	0.00	2.40	-2.21	0.20	7.00	0.96	0.00	2.88	-2.28	0.20	7.00	0.96	0.00	2.88	-2.35	0.20	7.00	0.96	0.00	2.40
St. Lucia	LCA	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	0.30	0.58	1.00	64.77	24.35	87.56	0.23	0.52	1.00	61.54	24.62	82.56	0.20	0.56	1.00	61.22	21.94	83.67	0.24	0.54	1.00	62.24	25.51	82.14	0.17	0.26	3.00	60.59	46.31	68.97	1.24	0.20	3.00	85.78	75.98	93.63	1.11	0.27	3.00	83.82	70.59	93.14	0.79	0.29	3.00	74.27	62.14	86.41	0.54	0.27	3.00	66.99	54.85	79.13	0.59	0.27	3.00	69.38	55.50	80.38	0.48	0.28	3.00	67.94	53.11	78.95	0.51	0.27	3.00	69.19	54.50	78.67	0.34	0.26	4.00	60.66	49.76	74.88	0.32	0.26	4.00	61.61	48.34	73.93	0.28	0.27	4.00	62.50	48.08	74.04	0.31	0.24	5.00	63.94	50.96	73.08	0.29	0.24	5.00	64.90	50.48	73.56	0.31	0.25	4.00	65.38	51.92	75.48	0.29	0.25	4.00	63.94	49.04	74.52	0.23	0.25	4.00	62.98	47.60	73.08
Liechtenstein	LIE	1.51	0.39	1.00	92.39	76.63	99.46	1.54	0.45	1.00	93.78	75.13	100.00	1.52	0.43	1.00	92.31	78.97	100.00	1.71	0.37	1.00	95.41	82.65	100.00	1.69	0.28	1.00	96.43	85.71	100.00	1.57	0.32	1.00	92.12	78.82	100.00	1.61	0.21	1.00	96.08	86.27	100.00	1.35	0.31	1.00	91.18	73.53	99.51	1.38	0.37	1.00	90.78	73.79	99.51	1.40	0.38	1.00	90.78	73.79	100.00	1.52	0.33	2.00	93.30	78.95	100.00	1.53	0.35	2.00	93.30	78.95	100.00	1.50	0.36	2.00	92.42	77.73	100.00	1.56	0.30	3.00	93.36	81.04	100.00	1.58	0.29	3.00	93.36	81.99	100.00	1.43	0.30	3.00	90.38	78.85	98.56	1.39	0.29	3.00	90.87	76.92	98.56	1.37	0.32	3.00	89.42	76.44	97.12	1.49	0.31	3.00	91.35	79.81	98.08	1.53	0.32	3.00	90.87	81.25	99.04	1.54	0.32	3.00	91.83	81.25	99.52
Sri Lanka	LKA	0.06	0.31	4.00	58.15	30.43	69.02	0.28	0.30	5.00	62.69	40.93	75.13	0.24	0.24	7.00	62.05	43.59	72.82	0.19	0.21	8.00	59.69	48.47	68.88	0.10	0.18	8.00	57.14	48.47	66.33	-0.07	0.18	9.00	51.23	40.89	62.56	-0.42	0.16	9.00	39.22	25.49	49.51	-0.27	0.19	10.00	45.59	28.92	54.41	-0.29	0.19	10.00	43.69	28.16	53.40	-0.37	0.18	10.00	40.78	27.67	52.43	-0.28	0.17	10.00	44.98	32.54	52.63	-0.22	0.16	10.00	45.93	35.41	53.11	-0.11	0.16	10.00	50.71	36.97	55.45	-0.11	0.17	11.00	48.34	37.91	56.40	-0.15	0.17	11.00	47.87	35.55	56.40	-0.10	0.18	11.00	50.48	37.02	58.65	-0.05	0.18	11.00	51.92	42.31	60.58	-0.10	0.19	11.00	51.44	37.50	61.54	-0.13	0.18	11.00	50.48	35.10	60.58	-0.17	0.18	10.00	47.60	34.62	59.62	-0.18	0.18	10.00	47.60	34.62	59.62
Lesotho	LSO	-0.29	0.36	2.00	43.48	21.20	63.04	-0.37	0.30	4.00	34.72	18.13	56.99	-0.35	0.28	4.00	35.90	19.49	57.95	-0.39	0.28	4.00	40.82	20.41	57.65	-0.50	0.23	4.00	33.16	18.88	51.02	-0.58	0.23	5.00	29.06	17.24	47.29	-0.64	0.19	5.00	26.96	18.63	43.63	-0.67	0.20	7.00	24.02	16.18	43.14	-0.70	0.19	8.00	22.82	16.50	38.35	-0.65	0.18	8.00	28.16	16.99	41.75	-0.62	0.18	8.00	27.75	20.57	40.67	-0.60	0.17	8.00	30.14	19.62	41.63	-0.61	0.17	8.00	29.38	21.33	41.71	-0.52	0.19	8.00	32.70	22.27	45.02	-0.35	0.18	8.00	38.86	27.01	52.13	-0.41	0.19	8.00	36.06	26.44	50.48	-0.40	0.18	8.00	38.46	27.88	49.52	-0.39	0.19	8.00	38.46	25.48	51.92	-0.32	0.19	7.00	39.90	28.37	54.33	-0.50	0.19	7.00	33.17	19.23	46.63	-0.54	0.19	7.00	33.17	17.79	45.19
Lithuania	LTU	1.08	0.31	4.00	82.61	69.02	95.11	0.87	0.28	6.00	78.24	66.32	89.64	0.76	0.23	8.00	77.44	66.15	84.10	1.07	0.20	9.00	81.63	71.43	88.78	1.04	0.17	9.00	80.10	73.47	87.76	1.13	0.18	9.00	80.79	76.35	88.67	1.00	0.16	9.00	78.43	71.08	86.76	0.97	0.19	9.00	77.94	70.10	87.75	1.08	0.17	11.00	83.50	74.27	88.35	1.12	0.18	11.00	83.01	75.73	91.26	0.95	0.18	10.00	78.47	72.25	85.65	0.96	0.18	10.00	79.43	74.16	85.17	0.93	0.17	10.00	78.67	72.99	85.78	1.12	0.19	10.00	82.94	75.36	91.00	1.15	0.19	10.00	84.83	75.83	91.00	1.19	0.20	10.00	86.06	76.44	91.83	1.28	0.20	10.00	87.02	78.85	91.83	1.14	0.20	9.00	84.62	75.96	91.35	1.16	0.21	8.00	83.17	75.96	91.35	1.10	0.21	8.00	82.21	75.48	90.38	1.16	0.21	8.00	83.17	74.52	91.35
Luxembourg	LUX	1.76	0.30	5.00	97.28	86.96	100.00	1.55	0.30	5.00	94.30	81.35	99.48	1.92	0.26	5.00	98.97	90.77	100.00	1.92	0.26	4.00	99.49	91.33	100.00	1.82	0.21	5.00	98.98	90.82	100.00	1.79	0.24	5.00	99.51	88.67	100.00	1.64	0.18	5.00	97.55	88.73	100.00	1.67	0.22	6.00	96.57	88.24	100.00	1.74	0.23	6.00	97.09	87.86	100.00	1.66	0.24	6.00	96.12	86.89	100.00	1.65	0.24	6.00	95.22	85.65	100.00	1.68	0.26	6.00	95.69	85.17	100.00	1.87	0.25	6.00	98.58	91.00	100.00	1.77	0.25	6.00	96.68	89.10	100.00	1.78	0.25	6.00	96.68	89.57	100.00	1.63	0.26	6.00	92.31	86.06	99.04	1.66	0.24	6.00	92.79	85.58	99.04	1.72	0.25	7.00	93.75	87.02	99.04	1.69	0.24	7.00	93.75	87.98	98.56	1.76	0.24	7.00	94.71	88.94	99.52	1.70	0.24	7.00	95.19	87.50	99.52
Latvia	LVA	0.90	0.31	4.00	77.17	64.67	90.22	0.84	0.28	6.00	77.20	65.80	88.60	0.75	0.23	8.00	75.90	65.13	83.08	0.89	0.20	9.00	76.53	69.39	84.18	0.96	0.17	9.00	78.06	71.43	85.71	0.97	0.18	9.00	78.82	72.41	86.21	0.93	0.16	9.00	76.47	70.10	83.82	1.00	0.18	9.00	79.41	71.57	88.24	1.01	0.18	9.00	80.58	71.84	86.89	1.02	0.19	9.00	80.58	73.30	87.86	0.99	0.17	10.00	79.43	73.68	85.65	0.98	0.17	10.00	80.38	74.16	85.17	0.96	0.18	9.00	79.15	73.93	86.73	1.02	0.20	9.00	80.09	73.46	89.10	1.04	0.19	10.00	80.57	73.46	89.57	1.17	0.20	10.00	85.58	75.96	91.83	1.09	0.20	10.00	81.25	74.52	91.35	1.08	0.20	9.00	83.65	75.48	89.90	1.15	0.21	8.00	82.69	75.96	91.35	1.14	0.21	8.00	83.65	75.48	90.38	1.19	0.21	8.00	83.65	74.52	91.35
Kosovo	KSV	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	0.04	0.41	1.00	54.85	26.70	71.84	-0.01	0.30	3.00	53.88	33.50	64.08	0.11	0.28	3.00	55.02	39.23	67.94	-0.05	0.24	4.00	51.67	35.89	61.24	-0.12	0.23	4.00	49.76	34.60	57.35	-0.02	0.23	5.00	53.08	37.44	61.61	-0.02	0.21	6.00	53.08	38.39	60.66	-0.15	0.20	7.00	48.56	33.17	56.73	-0.30	0.20	7.00	43.27	28.85	54.33	-0.19	0.20	6.00	47.60	30.29	58.65	-0.13	0.22	5.00	50.00	32.21	61.54	-0.33	0.22	5.00	39.42	25.00	56.73	-0.35	0.22	5.00	38.94	23.56	55.77
Macao SAR. China	MAC	0.55	0.39	1.00	68.48	51.63	83.70	0.57	0.45	1.00	69.95	44.56	89.64	0.55	0.43	1.00	69.23	44.10	86.67	0.74	0.37	1.00	72.45	58.67	87.76	1.20	0.28	1.00	85.20	73.47	94.39	1.59	0.32	1.00	93.60	78.82	100.00	1.11	0.21	1.00	82.84	71.08	90.69	1.10	0.31	1.00	82.84	68.14	94.61	0.88	0.37	1.00	77.18	59.71	91.26	1.03	0.33	2.00	81.07	64.56	93.69	1.28	0.29	3.00	86.12	74.16	97.13	1.35	0.30	3.00	87.56	75.60	98.56	1.34	0.30	3.00	88.63	76.30	97.63	1.36	0.30	3.00	89.57	76.78	98.10	1.35	0.29	3.00	89.57	77.25	97.63	1.73	0.30	3.00	94.71	87.02	99.52	1.77	0.29	3.00	95.67	88.46	99.52	1.78	0.32	3.00	95.67	86.06	100.00	1.76	0.31	3.00	94.71	86.06	100.00	1.61	0.32	3.00	92.31	81.73	99.52	1.63	0.32	3.00	94.23	82.21	99.52
Morocco	MAR	-0.10	0.31	4.00	51.63	25.00	64.67	-0.02	0.27	6.00	52.85	29.53	66.32	-0.03	0.25	6.00	52.31	32.31	65.13	-0.14	0.20	8.00	49.49	35.71	59.69	-0.27	0.18	8.00	45.41	30.10	54.59	-0.25	0.17	9.00	46.80	31.53	55.67	-0.41	0.16	9.00	40.20	25.49	49.51	-0.18	0.17	10.00	49.51	34.31	55.39	-0.22	0.17	10.00	49.03	31.55	55.34	-0.19	0.17	10.00	49.03	35.44	54.85	-0.06	0.16	10.00	51.67	41.15	56.94	-0.08	0.16	10.00	50.72	40.67	56.46	-0.12	0.16	10.00	50.24	36.97	55.45	-0.08	0.16	12.00	50.24	39.34	56.40	-0.12	0.16	12.00	48.34	37.44	56.87	-0.13	0.16	12.00	49.52	37.50	55.29	-0.17	0.16	12.00	49.04	36.54	54.81	-0.23	0.16	12.00	45.19	32.21	53.85	-0.23	0.17	11.00	44.71	32.21	57.21	-0.29	0.16	11.00	42.79	30.29	54.33	-0.21	0.16	11.00	46.15	34.13	57.21
Monaco	MCO	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
Moldova	MDA	-0.07	0.31	4.00	52.17	25.54	64.67	-0.21	0.28	6.00	43.01	24.35	61.14	-0.29	0.25	7.00	38.46	23.08	58.46	-0.40	0.21	8.00	39.80	21.94	51.53	-0.45	0.18	8.00	37.24	21.43	48.98	-0.44	0.18	9.00	37.44	22.17	49.26	-0.46	0.16	10.00	37.25	24.51	48.04	-0.34	0.18	10.00	42.65	26.47	52.45	-0.28	0.18	10.00	44.66	29.13	53.88	-0.18	0.18	10.00	50.00	35.44	54.85	-0.13	0.17	9.00	49.28	37.32	56.46	-0.10	0.17	10.00	49.28	38.76	55.98	-0.08	0.16	10.00	51.18	38.86	55.92	-0.10	0.17	11.00	49.29	37.91	56.40	-0.07	0.17	11.00	49.76	38.39	57.35	0.02	0.18	11.00	54.33	44.23	62.98	-0.07	0.17	11.00	51.44	41.35	59.62	-0.11	0.17	11.00	50.48	37.50	60.10	-0.04	0.18	10.00	54.33	38.94	63.94	-0.03	0.18	10.00	54.33	39.42	62.98	0.01	0.18	10.00	55.77	40.87	64.42
Madagascar	MDG	-0.91	0.35	3.00	19.02	5.98	37.50	-0.77	0.29	5.00	21.76	9.84	38.34	-0.43	0.27	5.00	32.82	16.41	54.36	-0.24	0.23	6.00	44.39	28.06	58.67	-0.25	0.19	7.00	47.45	29.59	56.12	-0.32	0.19	8.00	43.84	27.59	54.68	-0.22	0.16	8.00	48.04	36.27	55.39	-0.17	0.17	10.00	50.00	35.29	55.88	-0.21	0.17	10.00	49.51	32.04	55.83	-0.33	0.17	10.00	44.17	30.10	52.43	-0.52	0.16	10.00	33.97	23.44	44.98	-0.57	0.16	10.00	32.06	22.49	41.63	-0.53	0.16	10.00	33.65	23.22	42.65	-0.56	0.17	11.00	31.75	21.80	43.13	-0.65	0.17	11.00	27.96	19.91	37.44	-0.69	0.17	11.00	27.88	16.83	36.06	-0.77	0.17	11.00	25.96	12.50	35.10	-0.69	0.17	11.00	25.96	14.42	37.02	-0.69	0.17	11.00	26.44	14.90	35.58	-0.73	0.17	10.00	24.04	12.50	35.10	-0.73	0.16	11.00	22.60	12.02	34.62
Maldives	MDV	1.03	0.39	1.00	80.98	64.67	96.20	0.85	0.38	2.00	77.72	61.14	92.23	0.72	0.34	3.00	74.87	58.97	86.67	0.80	0.32	3.00	75.00	61.73	87.24	0.67	0.24	3.00	71.43	63.27	80.61	-0.06	0.25	4.00	51.72	34.98	64.53	0.51	0.20	4.00	64.71	57.84	72.55	0.40	0.26	4.00	63.73	53.92	73.04	0.07	0.27	4.00	55.83	38.83	67.48	-0.35	0.22	5.00	41.75	23.79	53.88	-0.37	0.22	5.00	38.76	25.36	52.63	-0.36	0.22	5.00	39.71	26.32	53.11	-0.37	0.22	5.00	38.86	24.64	52.61	-0.38	0.23	5.00	38.39	24.64	53.08	-0.43	0.24	5.00	36.02	23.22	52.61	-0.34	0.28	4.00	40.38	25.48	54.81	-0.41	0.26	4.00	37.50	21.63	53.85	-0.46	0.29	4.00	34.62	16.35	53.85	-0.42	0.28	4.00	35.58	16.83	57.21	-0.48	0.29	4.00	34.62	14.42	54.33	-0.48	0.29	4.00	34.62	14.42	54.81
Mexico	MEX	0.13	0.28	6.00	59.78	38.59	69.02	0.21	0.26	7.00	60.62	42.49	72.54	0.25	0.22	7.00	62.56	48.21	72.31	0.45	0.20	8.00	66.84	58.67	74.49	0.36	0.17	8.00	65.82	56.63	69.90	0.43	0.18	9.00	65.52	58.13	72.91	0.19	0.16	9.00	58.33	52.45	62.75	0.38	0.18	10.00	62.75	54.90	70.59	0.39	0.18	10.00	63.59	55.83	71.36	0.34	0.18	10.00	62.62	53.88	69.42	0.22	0.17	10.00	57.89	51.67	66.51	0.25	0.17	10.00	58.37	52.63	68.90	0.28	0.16	11.00	58.29	52.61	70.62	0.48	0.18	11.00	67.77	56.40	74.88	0.47	0.17	11.00	67.30	56.87	73.93	0.43	0.18	11.00	66.83	55.29	74.04	0.36	0.17	11.00	64.90	54.33	72.60	0.29	0.18	11.00	64.42	53.37	70.19	0.20	0.19	10.00	61.54	50.96	71.15	0.16	0.17	11.00	61.06	49.04	67.79	0.10	0.17	11.00	59.62	47.60	65.87
Marshall Islands	MHL	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	-0.78	0.58	1.00	21.24	5.18	57.51	-0.66	0.50	2.00	24.10	6.67	58.97	-0.49	0.54	2.00	35.20	7.14	65.82	-0.47	0.43	2.00	35.71	11.73	60.71	-0.85	0.43	2.00	19.21	4.93	49.26	-0.76	0.54	2.00	24.02	2.94	57.35	-0.93	0.48	2.00	18.14	2.45	50.49	-0.91	0.41	2.00	18.93	3.88	47.09	-0.67	0.34	2.00	26.21	9.22	51.94	-0.99	0.28	3.00	17.22	5.74	33.01	-0.98	0.27	3.00	18.18	5.74	33.01	-1.00	0.26	3.00	17.54	6.16	31.75	-1.05	0.28	3.00	15.17	4.74	30.81	-1.09	0.32	2.00	13.74	2.84	31.28	-0.95	0.37	2.00	17.31	4.33	40.38	-1.12	0.36	2.00	12.50	2.40	31.25	-0.98	0.39	2.00	14.42	4.33	40.87	-1.03	0.38	2.00	13.46	3.37	35.58	-1.14	0.40	2.00	10.10	2.88	33.65	-1.12	0.40	2.00	11.54	2.88	34.62
North Macedonia	MKD	-0.35	0.32	3.00	37.50	21.20	61.96	-0.16	0.30	4.00	45.60	24.35	64.77	-0.13	0.27	5.00	46.15	27.18	64.10	-0.19	0.22	7.00	46.43	31.63	59.18	-0.18	0.18	8.00	48.98	34.69	57.65	-0.05	0.18	9.00	53.20	41.87	62.56	-0.23	0.16	9.00	47.55	34.80	54.90	-0.05	0.19	9.00	52.94	41.67	57.84	0.11	0.19	9.00	56.31	49.51	64.56	0.22	0.18	9.00	58.25	51.94	66.02	0.29	0.18	9.00	60.29	52.63	67.94	0.32	0.17	9.00	61.24	53.11	71.29	0.32	0.17	8.00	60.66	53.55	71.09	0.35	0.18	9.00	61.61	54.03	72.99	0.33	0.18	9.00	62.09	53.55	72.04	0.48	0.19	9.00	67.31	56.73	75.48	0.43	0.18	9.00	67.79	56.25	73.56	0.44	0.18	9.00	68.27	58.65	75.48	0.50	0.20	7.00	71.15	61.06	76.44	0.53	0.23	6.00	70.67	60.58	79.33	0.51	0.20	8.00	69.71	62.02	74.52
Mali	MLI	-0.53	0.35	3.00	27.72	13.59	57.07	-0.23	0.29	5.00	40.93	22.80	61.14	-0.10	0.27	5.00	49.23	28.21	64.10	-0.43	0.23	6.00	37.24	20.41	52.55	-0.49	0.19	7.00	34.18	20.41	48.98	-0.48	0.19	8.00	34.98	20.69	48.28	-0.55	0.16	8.00	30.88	21.57	45.10	-0.46	0.18	9.00	35.78	22.06	50.49	-0.36	0.18	9.00	39.81	25.73	51.94	-0.41	0.18	9.00	38.83	24.27	51.94	-0.41	0.16	10.00	37.80	26.32	48.80	-0.49	0.16	10.00	35.41	23.92	44.98	-0.40	0.16	10.00	36.97	27.49	49.29	-0.41	0.18	10.00	37.44	26.07	47.87	-0.50	0.18	10.00	33.65	23.70	45.50	-0.60	0.18	10.00	29.81	18.27	42.79	-0.58	0.17	10.00	30.29	21.15	43.75	-0.59	0.18	10.00	28.37	18.27	42.31	-0.57	0.17	10.00	30.29	17.31	41.35	-0.56	0.17	10.00	30.77	17.79	42.79	-0.57	0.17	10.00	29.81	17.79	40.87
